,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,焦煤,动力煤,沪铝,豆粕,玉米,热卷,动力煤,动力煤,PTA,热卷,玻璃,豆粕,豆粕
1,焦炭,焦炭,动力煤,菜粕,鸡蛋,焦炭,沪锌,菜粕,棉花,豆一,PVC,螺纹钢,菜粕
2,动力煤,焦煤,甲醇,沪铝,豆粕,焦煤,PTA,豆一,豆粕,沥青,豆粕,豆油,动力煤
3,豆粕,沪铝,沪镍,豆一,棕榈油,动力煤,棉花,玻璃,聚丙烯,甲醇,热卷,棕榈油,棕榈油
4,菜粕,豆粕,鸡蛋,沥青,菜粕,沪铝,沥青,沪铝,菜粕,聚丙烯,沥青,动力煤,豆油
