,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,鸡蛋,铁矿石,焦炭,鸡蛋,豆一,白糖,沪金,焦炭,沪金,白糖,沪金,豆粕,豆粕
1,豆油,焦煤,焦煤,焦炭,沪镍,棉花,白糖,白糖,PVC,棉花,沪银,天胶,沪银
2,塑料,焦炭,铁矿石,白糖,玻璃,棕榈油,沪银,棉花,沪锌,棕榈油,白糖,沪金,天胶
3,沪金,棉花,玻璃,菜粕,甲醇,塑料,沪镍,棕榈油,沥青,沪锌,玻璃,沪银,沪金
4,聚丙烯,玻璃,甲醇,热卷,铁矿石,沪镍,沪铝,甲醇,焦煤,豆油,甲醇,豆油,豆油
