,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,焦煤,动力煤,沥青,PTA,玉米,棕榈油,甲醇,沪银,甲醇,沥青,玉米,沪铜,玻璃
1,甲醇,白糖,天胶,沥青,塑料,焦炭,焦煤,动力煤,铁矿石,沪银,沪铝,沪锌,沪锌
2,PVC,菜粕,淀粉,塑料,焦煤,PTA,沪铝,沥青,焦煤,动力煤,铁矿石,沪铝,沪铝
3,塑料,淀粉,动力煤,沪镍,沥青,螺纹钢,沥青,PVC,焦炭,螺纹钢,淀粉,PTA,沪铜
4,聚丙烯,豆粕,沪金,聚丙烯,淀粉,鸡蛋,沪铜,天胶,沪镍,菜粕,沪锌,白糖,鸡蛋
