,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,白糖,甲醇,焦煤,焦炭,豆一,甲醇,动力煤,棉花,沪金,白糖,沪金,豆粕,豆粕
1,沪金,焦煤,铁矿石,焦煤,沪镍,塑料,螺纹钢,白糖,动力煤,棉花,沪银,天胶,天胶
2,玉米,PVC,焦炭,鸡蛋,玻璃,焦煤,焦炭,沪金,PVC,棕榈油,PVC,沪镍,沪银
3,菜粕,聚丙烯,甲醇,甲醇,甲醇,豆一,天胶,豆油,白糖,沪金,白糖,沪金,沪金
4,豆粕,沪铝,玻璃,热卷,铁矿石,天胶,PTA,沪锌,PTA,豆油,玻璃,沪银,沪镍
