,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,白糖,鸡蛋,鸡蛋,白糖,豆一,沪镍,甲醇,白糖,甲醇,白糖,沪金,豆粕,豆粕
1,沪金,淀粉,沪铝,鸡蛋,沪镍,豆油,热卷,菜粕,沪银,聚丙烯,沪银,天胶,沪银
2,棉花,玉米,沪铜,豆粕,玻璃,沪铜,玻璃,棉花,聚丙烯,豆油,玻璃,沪金,沪金
3,豆粕,豆油,白糖,菜粕,甲醇,铁矿石,PTA,动力煤,菜粕,沪锌,白糖,沪银,天胶
4,沪银,沪铝,菜粕,螺纹钢,铁矿石,动力煤,铁矿石,热卷,螺纹钢,沪金,焦煤,沪镍,沥青
