,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,玻璃,玻璃,焦煤,沪镍,玉米,焦煤,焦煤,焦炭,沪锌,豆一,PVC,沪铜,玻璃
1,铁矿石,铁矿石,焦炭,焦煤,塑料,甲醇,鸡蛋,淀粉,沪铝,玉米,菜粕,沪锌,沪锌
2,焦煤,甲醇,甲醇,铁矿石,焦煤,淀粉,玉米,甲醇,沪铜,淀粉,棕榈油,沪铝,沪铝
3,甲醇,焦煤,铁矿石,沪锌,沥青,玉米,淀粉,沥青,沥青,沥青,沪铝,PTA,沪铜
4,热卷,焦炭,动力煤,聚丙烯,淀粉,聚丙烯,聚丙烯,玉米,棉花,沪镍,玉米,白糖,热卷
