time,BU1806.SHF,CS1805.DCE,J1805.DCE,JM1805.DCE,MA805.CZC,RB1805.SHF,RU1805.SHF,TA805.CZC,Y1805.DCE,ZC805.CZC,long_value,short_value,ratio,diff
2018-01-30 09:35:00,-377260.0,376740.0,-407500.0,-389400.0,365430.0,-353340.0,413550.0,369980.0,-346080.0,400800.0,1926500.0,-1873580.0,1.02824539118,52920.0
2018-01-30 09:36:00,-377260.0,376920.0,-407300.0,-389550.0,365430.0,-353250.0,413400.0,370110.0,-346080.0,400560.00000000006,1926420.0,-1873440.0,1.02827952857,52980.0
2018-01-30 09:37:00,-377520.0,377100.0,-407300.0,-389700.0,365430.0,-353430.0,413400.0,369850.0,-346440.0,400560.00000000006,1926340.0,-1874390.0,1.0277156835,51950.0
2018-01-30 09:38:00,-377520.0,377100.0,-407700.0,-389700.0,365560.0,-353340.0,413850.0,369850.0,-346320.0,400800.0,1927160.0,-1874580.0,1.02804894963,52580.0
2018-01-30 09:39:00,-377780.0,376920.0,-407600.0,-389700.0,365560.0,-353520.0,414000.0,369850.0,-346200.0,400680.0,1927010.0,-1874800.0,1.02784830382,52210.0
2018-01-30 09:40:00,-377780.0,376920.0,-407800.0,-389850.0,365690.0,-353340.0,414300.0,369850.0,-346440.0,400800.0,1927560.0,-1875210.0,1.02791687331,52350.0
2018-01-30 09:41:00,-378040.0,377100.0,-407800.0,-390150.0,365820.0,-353430.0,414450.0,369980.0,-346440.0,400439.99999999994,1927790.0,-1875860.0,1.02768330259,51930.0
2018-01-30 09:42:00,-378040.0,376920.0,-407700.0,-389850.0,365690.0,-353520.0,414150.0,369850.0,-346320.0,400560.00000000006,1927170.0,-1875430.0,1.02758833974,51740.0
2018-01-30 09:43:00,-378040.0,376920.0,-407500.0,-390000.0,365820.0,-353700.0,414450.0,369980.0,-346200.0,400080.0,1927250.0,-1875440.0,1.02762551721,51810.0
2018-01-30 09:44:00,-378300.0,376920.0,-407500.0,-389850.0,365690.0,-353610.0,414300.0,369720.0,-346080.0,400320.0,1926950.0,-1875340.0,1.02752034298,51610.0
2018-01-30 09:45:00,-378040.0,377100.0,-407500.0,-389550.0,365560.0,-353340.0,414300.0,369720.0,-346320.0,400320.0,1927000.0,-1874750.0,1.02787038272,52250.0
2018-01-30 09:46:00,-377780.0,376920.0,-407800.0,-389850.0,365950.0,-353610.0,414450.0,369850.0,-346200.0,400200.0,1927370.0,-1875240.0,1.02779910838,52130.0
2018-01-30 09:47:00,-378040.0,376920.0,-407800.0,-390150.0,365950.0,-353610.0,414600.0,369980.0,-346440.0,400439.99999999994,1927890.0,-1876040.0,1.02763800345,51850.0
2018-01-30 09:48:00,-377780.0,376740.0,-407900.0,-390000.0,365690.0,-353880.0,414300.0,369980.0,-346440.0,400680.0,1927390.0,-1876000.0,1.02739339019,51390.0
2018-01-30 09:49:00,-377780.0,376740.0,-407900.0,-390150.0,365560.0,-353790.0,414450.0,370110.0,-346440.0,400560.00000000006,1927420.0,-1876060.0,1.02737652314,51360.0
2018-01-30 09:50:00,-378300.0,376740.0,-408000.0,-389850.0,365820.0,-353700.0,414300.0,370110.0,-346440.0,400920.0,1927890.0,-1876290.0,1.02750107926,51600.0
2018-01-30 09:51:00,-378040.0,376740.0,-408000.0,-389850.0,365820.0,-353610.0,414150.0,370110.0,-346440.0,400560.00000000006,1927380.0,-1875940.0,1.02742091965,51440.0
2018-01-30 09:52:00,-378040.0,376560.0,-408000.0,-389550.0,365820.0,-353520.0,414150.0,369980.0,-346320.0,400800.0,1927310.0,-1875430.0,1.02766298929,51880.0
2018-01-30 09:53:00,-378040.0,376560.0,-408000.0,-389550.0,365690.0,-353610.0,414150.0,369850.0,-346320.0,400680.0,1926930.0,-1875520.0,1.02741106466,51410.0
2018-01-30 09:54:00,-378300.0,376560.0,-407800.0,-389550.0,365690.0,-353610.0,414300.0,369850.0,-346440.0,400680.0,1927080.0,-1875700.0,1.02739244016,51380.0
2018-01-30 09:55:00,-378300.0,376560.0,-408000.0,-389550.0,365820.0,-353520.0,414450.0,370110.0,-346440.0,400800.0,1927740.0,-1875810.0,1.02768404049,51930.0
2018-01-30 09:56:00,-378300.0,376560.0,-408000.0,-389400.0,365950.0,-353340.0,414150.0,370110.0,-346440.0,400800.0,1927570.0,-1875480.0,1.02777422313,52090.0
2018-01-30 09:57:00,-378300.0,376740.0,-408000.0,-389550.0,366080.0,-353430.0,414150.0,370110.0,-346320.0,400800.0,1927880.0,-1875600.0,1.02787374707,52280.0
2018-01-30 09:58:00,-378300.0,376740.0,-407900.0,-389550.0,366080.0,-353160.0,414150.0,370110.0,-346320.0,400560.00000000006,1927640.0,-1875230.0,1.02794857164,52410.0
2018-01-30 09:59:00,-378040.0,376920.0,-408000.0,-389550.0,366080.0,-353250.0,414150.0,369980.0,-346320.0,400680.0,1927810.0,-1875160.0,1.02807760404,52650.0
2018-01-30 10:00:00,-378300.0,376740.0,-408000.0,-389700.0,366080.0,-353340.0,414150.0,369980.0,-346200.0,400439.99999999994,1927390.0,-1875540.0,1.02764537147,51850.0
2018-01-30 10:01:00,-378300.0,376740.0,-408000.0,-389550.0,366080.0,-353340.0,414300.0,369980.0,-346200.0,400320.0,1927420.0,-1875390.0,1.02774356267,52030.0
2018-01-30 10:02:00,-378300.0,376920.0,-407700.0,-389250.0,365950.0,-353250.0,414000.0,370110.0,-346200.0,400200.0,1927180.0,-1874700.0,1.02799381234,52480.0
2018-01-30 10:03:00,-377780.0,376920.0,-407700.0,-389250.0,365820.0,-353070.0,414000.0,369850.0,-346080.0,400320.0,1926910.0,-1873880.0,1.02829957094,53030.0
2018-01-30 10:04:00,-378040.0,376740.0,-407400.0,-389100.0,365820.0,-353250.0,414150.0,369980.0,-346080.0,400439.99999999994,1927130.0,-1873870.0,1.0284224626,53260.0
2018-01-30 10:05:00,-378040.0,376740.0,-407300.0,-389100.0,365690.0,-353250.0,413700.0,370110.0,-346200.0,400439.99999999994,1926680.0,-1873890.0,1.0281713441,52790.0
2018-01-30 10:06:00,-378040.0,376920.0,-407300.0,-389250.0,365690.0,-353070.0,413850.0,370240.0,-346080.0,400439.99999999994,1927140.0,-1873740.0,1.02849915143,53400.0
2018-01-30 10:07:00,-378040.0,376920.0,-407100.0,-389100.0,365820.0,-353070.0,413850.0,370370.0,-346080.0,400439.99999999994,1927400.0,-1873390.0,1.02883008877,54010.0
2018-01-30 10:08:00,-377780.0,376740.0,-407400.0,-389550.0,365690.0,-353160.0,413850.0,370370.0,-346080.0,400439.99999999994,1927090.0,-1873970.0,1.0283462382,53120.0
2018-01-30 10:09:00,-377520.0,376740.0,-407700.0,-389850.0,365950.0,-353250.0,413850.0,370240.0,-346200.0,400439.99999999994,1927220.0,-1874520.0,1.02811386382,52700.0
2018-01-30 10:10:00,-377780.0,376920.0,-407600.0,-389550.0,365690.0,-353250.0,413850.0,370240.0,-345960.0,400200.0,1926900.0,-1874140.0,1.02815157886,52760.0
2018-01-30 10:11:00,-377520.0,376740.0,-407600.0,-389400.0,365690.0,-353160.0,413850.0,369980.0,-346080.0,400320.0,1926580.0,-1873760.0,1.0281893092,52820.0
2018-01-30 10:12:00,-377260.0,376740.0,-407700.0,-389550.0,365430.0,-353160.0,414000.0,370110.0,-345720.0,400200.0,1926480.0,-1873390.0,1.02833900042,53090.0
2018-01-30 10:13:00,-377520.0,376740.0,-407700.0,-389700.0,365560.0,-353250.0,414000.0,370240.0,-345720.0,400320.0,1926860.0,-1873890.0,1.02826740097,52970.0
2018-01-30 10:14:00,-377780.0,376920.0,-407300.0,-389250.0,365560.0,-353070.0,414150.0,370110.0,-345840.0,400439.99999999994,1927180.0,-1873240.0,1.02879502893,53940.0
2018-01-30 10:30:00,-377780.0,376560.0,-407200.0,-389400.0,365560.0,-353430.0,414300.0,370110.0,-345360.0,400320.0,1926850.0,-1873170.0,1.02865730286,53680.0
2018-01-30 10:31:00,-377780.0,376740.0,-407400.0,-389400.0,365170.0,-353250.0,414000.0,370370.0,-345480.0,400439.99999999994,1926720.0,-1873310.0,1.02851103128,53410.0
2018-01-30 10:32:00,-377780.0,376740.0,-407500.0,-389550.0,365300.0,-353340.0,413850.0,370500.0,-345840.0,400439.99999999994,1926830.0,-1874010.0,1.02818554864,52820.0
2018-01-30 10:33:00,-377000.0,376560.0,-407500.0,-389550.0,365300.0,-353340.0,413850.0,370630.0,-345840.0,400320.0,1926660.0,-1873230.0,1.02852292564,53430.0
2018-01-30 10:34:00,-377520.0,376740.0,-407100.0,-389250.0,365430.0,-353340.0,414000.0,370630.0,-345840.0,400080.0,1926880.0,-1873050.0,1.02873922212,53830.0
2018-01-30 10:35:00,-377260.0,376740.0,-407000.0,-388950.0,365300.0,-353340.0,413850.0,370630.0,-345720.0,400320.0,1926840.0,-1872270.0,1.02914643721,54570.0
2018-01-30 10:36:00,-377260.0,376740.0,-406900.0,-389100.0,365300.0,-353160.0,413850.0,370370.0,-345840.0,400320.0,1926580.0,-1872260.0,1.02901306442,54320.0
2018-01-30 10:37:00,-377000.0,376740.0,-406900.0,-389100.0,365560.0,-353340.0,414000.0,370500.0,-345600.0,400560.00000000006,1927360.0,-1871940.0,1.02960564975,55420.0
2018-01-30 10:38:00,-376740.0,376740.0,-406700.0,-388950.0,365300.0,-353250.0,413850.0,370760.0,-345360.0,400439.99999999994,1927090.0,-1871000.0,1.02997862106,56090.0
2018-01-30 10:39:00,-377260.0,376740.0,-407000.0,-388950.0,365430.0,-353070.0,414000.0,370630.0,-345360.0,400080.0,1926880.0,-1871640.0,1.02951422282,55240.0
2018-01-30 10:40:00,-377000.0,376740.0,-406800.0,-388800.0,365300.0,-353070.0,413700.0,370500.0,-345480.0,400080.0,1926320.0,-1871150.0,1.02948454159,55170.0
2018-01-30 10:41:00,-377000.0,376740.0,-407100.0,-388950.0,365560.0,-353160.0,413700.0,370500.0,-345120.0,400080.0,1926580.0,-1871330.0,1.02952445587,55250.0
2018-01-30 10:42:00,-377520.0,376740.0,-407400.0,-389400.0,365690.0,-353340.0,413850.0,370630.0,-345360.0,400200.0,1927110.0,-1873020.0,1.02887849569,54090.0
2018-01-30 10:43:00,-377260.0,376740.0,-407600.0,-389400.0,365690.0,-353430.0,413850.0,370370.0,-345360.0,400320.0,1926970.0,-1873050.0,1.0287872721,53920.0
2018-01-30 10:44:00,-377260.0,376380.0,-407200.0,-389250.0,365820.0,-353340.0,413850.0,370370.0,-345240.0,400320.0,1926740.0,-1872290.0,1.02908203323,54450.0
2018-01-30 10:45:00,-377000.0,376200.0,-406800.0,-388800.0,365690.0,-353070.0,413850.0,370370.0,-345240.0,400200.0,1926310.0,-1870910.0,1.02961125869,55400.0
2018-01-30 10:46:00,-377000.0,376020.0,-406600.0,-388650.0,365560.0,-352980.0,413850.0,370240.0,-345360.0,400200.0,1925870.0,-1870590.0,1.02955217338,55280.0
2018-01-30 10:47:00,-377000.0,376020.0,-406600.0,-388650.0,365300.0,-352710.0,413850.0,370240.0,-345360.0,399960.00000000006,1925370.0,-1870320.0,1.02943346593,55050.0
2018-01-30 10:48:00,-377000.0,376020.0,-407000.0,-388950.0,365560.0,-352980.0,413550.0,370370.0,-345240.0,399839.99999999994,1925340.0,-1871170.0,1.02894980146,54170.0
2018-01-30 10:49:00,-376740.0,376200.0,-406800.0,-388650.0,365430.0,-352980.0,413250.0,370110.0,-345240.0,399720.0,1924710.0,-1870410.0,1.02903106805,54300.0
2018-01-30 10:50:00,-376740.0,376020.0,-406900.0,-388500.0,365170.0,-352800.0,413400.0,370110.0,-345120.0,398160.00000000006,1922860.0,-1870060.0,1.0282343882,52800.0
2018-01-30 10:51:00,-376740.0,376200.0,-406800.0,-388650.0,365430.0,-352800.0,413250.0,370370.0,-345000.0,398760.00000000006,1924010.0,-1869990.0,1.02888785502,54020.0
2018-01-30 10:52:00,-377000.0,375840.0,-406700.0,-388500.0,365040.0,-352710.0,413250.0,370370.0,-345120.0,398520.0,1923020.0,-1870030.0,1.0283364438,52990.0
2018-01-30 10:53:00,-376740.0,376020.0,-406900.0,-388500.0,365040.0,-352980.0,413100.0,370110.0,-345000.0,398400.0,1922670.0,-1870120.0,1.02809980108,52550.0
2018-01-30 10:54:00,-376740.0,376200.0,-406900.0,-388500.0,365300.0,-352890.0,413400.0,370370.0,-345240.0,398520.0,1923790.0,-1870270.0,1.02861618911,53520.0
2018-01-30 10:55:00,-376740.0,376020.0,-407200.0,-388950.0,365300.0,-352890.0,413250.0,370370.0,-345120.0,398160.00000000006,1923100.0,-1870900.0,1.02790101021,52200.0
2018-01-30 10:56:00,-377000.0,376020.0,-406900.0,-388800.0,365430.0,-352800.0,413100.0,370110.0,-345120.0,398039.99999999994,1922700.0,-1870620.0,1.02784103666,52080.0
2018-01-30 10:57:00,-377000.0,376020.0,-407100.0,-388950.0,365560.0,-352890.0,413400.0,370240.0,-345120.0,398160.00000000006,1923380.0,-1871060.0,1.02796275908,52320.0
2018-01-30 10:58:00,-377000.0,376200.0,-406700.0,-388800.0,365560.0,-352800.0,413250.0,370240.0,-345000.0,398280.0,1923530.0,-1870300.0,1.02846067476,53230.0
2018-01-30 10:59:00,-376740.0,376200.0,-406900.0,-388800.0,365300.0,-352710.0,413400.0,370110.0,-344760.0,398160.00000000006,1923170.0,-1869910.0,1.02848265425,53260.0
2018-01-30 11:00:00,-375960.0,376020.0,-406700.0,-388650.0,365300.0,-352620.0,413400.0,370110.0,-344640.0,398520.0,1923350.0,-1868570.0,1.02931653617,54780.0
2018-01-30 11:01:00,-376220.0,376020.0,-406900.0,-388800.0,365690.0,-352710.0,413400.0,370240.0,-344760.0,398760.00000000006,1924110.0,-1869390.0,1.02927158057,54720.0
2018-01-30 11:02:00,-376220.0,376020.0,-407200.0,-389100.0,365690.0,-352980.0,413400.0,370110.0,-344880.0,398639.99999999994,1923860.0,-1870380.0,1.02859312011,53480.0
2018-01-30 11:03:00,-376480.0,376020.0,-406900.0,-388800.0,365690.0,-352980.0,413400.0,370110.0,-344640.0,398639.99999999994,1923860.0,-1869800.0,1.02891218312,54060.0
2018-01-30 11:04:00,-376480.0,376020.0,-407000.0,-388950.0,366210.0,-352980.0,413400.0,370240.0,-344760.0,398760.00000000006,1924630.0,-1870170.0,1.02912034735,54460.0
2018-01-30 11:05:00,-376220.0,376020.0,-406900.0,-388500.0,365820.0,-352800.0,413250.0,370110.0,-344640.0,398400.0,1923600.0,-1869060.0,1.02918044365,54540.0
2018-01-30 11:06:00,-376220.0,375840.0,-406800.0,-388650.0,365950.0,-352890.0,413250.0,370110.0,-344520.0,398280.0,1923430.0,-1869080.0,1.02907847711,54350.0
2018-01-30 11:07:00,-375960.0,376020.0,-406300.0,-388200.0,365690.0,-352620.0,412950.0,369850.0,-344280.0,397920.0,1922430.0,-1867360.0,1.02949083198,55070.0
2018-01-30 11:08:00,-375180.0,375840.0,-406200.0,-387600.0,365430.0,-352440.0,412800.0,369590.0,-344160.0,398039.99999999994,1921700.0,-1865580.0,1.03008179762,56120.0
2018-01-30 11:09:00,-375700.0,375840.0,-405500.0,-387750.0,365430.0,-352260.0,412800.0,369590.0,-344160.0,398039.99999999994,1921700.0,-1865370.0,1.03019776237,56330.0
2018-01-30 11:10:00,-375700.0,376020.0,-406100.0,-388200.0,365560.0,-352620.0,413100.0,369590.0,-344280.0,398039.99999999994,1922310.0,-1866900.0,1.02968021854,55410.0
2018-01-30 11:11:00,-375180.0,376020.0,-405700.0,-387600.0,365300.0,-352440.0,412950.0,369590.0,-343920.0,397800.0,1921660.0,-1864840.0,1.03046910191,56820.0
2018-01-30 11:12:00,-375440.0,375840.0,-405800.0,-388050.0,365560.0,-352350.0,413100.0,369460.0,-343680.0,397800.0,1921760.0,-1865320.0,1.03025754294,56440.0
2018-01-30 11:13:00,-375700.0,376020.0,-406000.0,-388050.0,365690.0,-352440.0,413250.0,369720.0,-343920.0,397800.0,1922480.0,-1866110.0,1.03020722251,56370.0
2018-01-30 11:14:00,-375440.0,375840.0,-405500.0,-387900.0,365690.0,-352350.0,413250.0,369460.0,-344040.0,397800.0,1922040.0,-1865230.0,1.03045736987,56810.0
2018-01-30 11:15:00,-375180.0,375660.0,-405100.0,-387450.0,365430.0,-352080.0,413100.0,369330.0,-343920.0,397560.00000000006,1921080.0,-1863730.0,1.03077162465,57350.0
2018-01-30 11:16:00,-374920.0,375480.0,-405200.0,-387450.0,365300.0,-352080.0,413100.0,369330.0,-343800.0,397560.00000000006,1920770.0,-1863450.0,1.03076014919,57320.0
2018-01-30 11:17:00,-374920.0,375660.0,-405600.0,-387600.0,365430.0,-351990.0,412650.0,369330.0,-343800.0,397800.0,1920870.0,-1863910.0,1.03055941542,56960.0
2018-01-30 11:18:00,-374920.0,375840.0,-405500.0,-387750.0,365430.0,-351990.0,412800.0,369460.0,-343800.0,397439.99999999994,1920970.0,-1863960.0,1.03058542029,57010.0
2018-01-30 11:19:00,-374660.0,375840.0,-404300.0,-387000.0,365560.0,-351900.0,412950.0,369460.0,-344040.0,397680.0,1921490.0,-1861900.0,1.03200494119,59590.0
2018-01-30 11:20:00,-374920.0,375660.0,-403700.0,-386700.0,365430.0,-351630.0,412650.0,369200.0,-344040.0,397439.99999999994,1920380.0,-1860990.0,1.03191312151,59390.0
2018-01-30 11:21:00,-374660.0,375840.0,-404500.0,-387300.0,365560.0,-351900.0,412950.0,369460.0,-344160.0,397920.0,1921730.0,-1862520.0,1.03179026265,59210.0
2018-01-30 11:22:00,-374920.0,375840.0,-404600.0,-387750.0,366340.0,-352710.0,413250.0,369850.0,-344160.0,398280.0,1923560.0,-1864140.0,1.03187528834,59420.0
2018-01-30 11:23:00,-374920.0,375840.0,-405000.0,-387600.0,366730.0,-352710.0,413250.0,369980.0,-344280.0,398160.00000000006,1923960.0,-1864510.0,1.03188505291,59450.0
2018-01-30 11:24:00,-374660.0,375660.0,-404500.0,-387600.0,366470.0,-352530.0,413100.0,369590.0,-344160.0,398160.00000000006,1922980.0,-1863450.0,1.03194612144,59530.0
2018-01-30 11:25:00,-375180.0,375660.0,-405000.0,-387900.0,366600.0,-352800.0,413250.0,369850.0,-344160.0,398400.0,1923760.0,-1865040.0,1.03148457942,58720.0
2018-01-30 11:26:00,-375180.0,375660.0,-405300.0,-388050.0,366600.0,-352800.0,413100.0,369980.0,-344160.0,398280.0,1923620.0,-1865490.0,1.03116071381,58130.0
2018-01-30 11:27:00,-375180.0,375660.0,-405200.0,-387900.0,366730.0,-352620.0,413250.0,369980.0,-344160.0,398639.99999999994,1924260.0,-1865060.0,1.03174160617,59200.0
2018-01-30 11:28:00,-374920.0,375840.0,-405100.0,-387750.0,366860.0,-352530.0,412950.0,369980.0,-344160.0,398400.0,1924030.0,-1864460.0,1.03195026978,59570.0
2018-01-30 11:29:00,-375180.0,375660.0,-404600.0,-387750.0,366470.0,-352620.0,412800.0,370240.0,-344280.0,397920.0,1923090.0,-1864430.0,1.03146269906,58660.0
2018-01-30 13:30:00,-374400.0,375660.0,-403700.0,-387150.0,366080.0,-352260.0,412350.0,369980.0,-344040.0,398400.0,1922470.0,-1861550.0,1.03272541699,60920.0
2018-01-30 13:31:00,-374920.0,375480.0,-404100.0,-387600.0,365950.0,-352260.0,412500.0,370240.0,-344040.0,398039.99999999994,1922210.0,-1862920.0,1.03182638009,59290.0
2018-01-30 13:32:00,-374400.0,375480.0,-404000.0,-387450.0,365560.0,-352170.0,412350.0,370240.0,-344040.0,398280.0,1921910.0,-1862060.0,1.03214182142,59850.0
2018-01-30 13:33:00,-374920.0,375480.0,-404200.0,-387450.0,365560.0,-352350.0,412650.0,370110.0,-344040.0,398039.99999999994,1921840.0,-1862960.0,1.03160561687,58880.0
2018-01-30 13:34:00,-374400.0,375840.0,-404300.0,-387150.0,365300.0,-352080.0,412350.0,369980.0,-344040.0,398280.0,1921750.0,-1861970.0,1.03210578044,59780.0
2018-01-30 13:35:00,-374660.0,375840.0,-404200.0,-387600.0,365560.0,-352170.0,412500.0,370110.0,-344040.0,398520.0,1922530.0,-1862670.0,1.03213666404,59860.0
2018-01-30 13:36:00,-374920.0,375840.0,-404500.0,-387750.0,365560.0,-352260.0,412500.0,370240.0,-344040.0,398639.99999999994,1922780.0,-1863470.0,1.03182771925,59310.0
2018-01-30 13:37:00,-375180.0,375660.0,-404700.0,-388050.0,365430.0,-352440.0,412650.0,370370.0,-344160.0,398639.99999999994,1922750.0,-1864530.0,1.03122502722,58220.0
2018-01-30 13:38:00,-375180.0,375660.0,-405000.0,-388200.0,365820.0,-352350.0,412800.0,370500.0,-344040.0,399239.99999999994,1924020.0,-1864770.0,1.03177335543,59250.0
2018-01-30 13:39:00,-375440.0,375840.0,-405000.0,-388350.0,365820.0,-352530.0,412650.0,370370.0,-344160.0,399720.0,1924400.0,-1865480.0,1.03158436435,58920.0
