,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,铁矿石,沪镍,动力煤,沥青,玉米,玉米,PVC,玉米,沪金,玉米,沥青,沪铜,沪锌
1,焦煤,甲醇,螺纹钢,PTA,塑料,玻璃,铁矿石,沪金,PVC,沥青,铁矿石,沪锌,玻璃
2,沪镍,焦煤,棉花,沪镍,焦煤,甲醇,焦煤,PVC,沪银,沪镍,沪铜,沪铝,沪铝
3,天胶,聚丙烯,热卷,动力煤,沥青,棉花,玉米,棉花,沥青,焦煤,玉米,螺纹钢,棉花
4,焦炭,塑料,沪镍,塑料,淀粉,棕榈油,玻璃,聚丙烯,玻璃,螺纹钢,沪锌,PTA,热卷
