,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,沪金,铁矿石,天胶,白糖,豆一,螺纹钢,天胶,菜粕,淀粉,白糖,沪金,豆粕,豆粕
1,白糖,天胶,淀粉,豆一,沪镍,沥青,热卷,动力煤,棉花,棕榈油,甲醇,沪镍,沪银
2,沪银,玉米,玉米,鸡蛋,玻璃,动力煤,沪铝,棕榈油,甲醇,沪铜,动力煤,沪金,PVC
3,豆一,淀粉,豆一,焦煤,甲醇,沪金,棉花,热卷,豆一,豆油,淀粉,沪银,沥青
4,豆粕,沥青,沪银,沪铜,铁矿石,焦炭,聚丙烯,沥青,动力煤,棉花,沪银,焦炭,沪金
