,A,AG,AL,AU,BU,C,CF,CS,CU,FG,HC,I,J,JD,JM,L,M,MA,NI,OI,P,PP,RB,RM,RU,SN,SR,TA,V,Y,ZC,ZN
2017-12-18,122.7577652,386.6518212,624.693731,731.311527,89.5157332,260.324832,248.188964,105.031939,1863.673009,161.5463692,295.0063116,1182.56221,801.586462,124.8583376,216.999363,237.1087755,653.2793802,276.8989508,605.5756318,256.4672884,330.1635636,193.6969101,1277.9228296,199.6812186,655.118975,37.1981884,461.6694776,341.2117304,123.2902705,582.394374,299.3214536,561.7652465
2017-12-19,120.947974,380.5517172,616.3219145,732.120394,87.3013244,246.6972296,277.961492,104.2346658,1869.06359,154.9632312,304.6219932,1097.854845,698.349665,128.9974704,271.2447654,250.7353825,663.822317,266.4867902,598.6235282,252.7417228,327.369018,238.5515801,1282.4980402,191.479527,634.983361,35.8890746,440.0321144,324.3905758,127.985818,586.7479376,292.0707284,549.4691675
2017-12-20,119.3252672,379.0747788,627.3110395,725.592891,86.313036,249.6427526,291.211985,101.8073,1900.07146,155.0718492,296.1004614,1102.957396,686.652966,126.8573074,251.5232586,237.331674,650.3721604,299.4314236,607.7008326,251.7230636,330.8138508,235.3325443,1260.7565906,194.8968262,644.049632,35.4994252,427.6291278,320.912057,128.019514,581.9507108,285.2880008,563.6333505
2017-12-21,109.462508,372.7094106,623.993054,734.047461,95.7206052,259.3838806,285.6456345,102.2771652,1942.006067,161.9331468,289.5173958,1201.208911,677.181493,127.6676438,286.2348756,235.093108,643.8520596,246.5670138,613.9699532,250.6373252,334.8888756,239.1449984,1183.0601774,185.947704,643.097146,35.2865564,425.1598452,311.1030944,112.65653,582.6626184,279.7695584,554.143887
2017-12-22,108.4778984,370.6174833,623.155142,735.335756,97.395528,256.7201244,281.4679805,98.2395324,1980.795471,173.4012908,300.9832728,1224.85661,650.394322,124.8628718,250.444443,223.8669765,635.6997384,254.8005288,606.3280248,240.7598252,337.5461048,225.3439225,1276.1263658,189.4423526,633.034701,35.2736532,421.1453068,311.350495,111.097201,588.5070032,267.426988,549.2117025
2017-12-25,100.75656,372.0015222,648.0618775,731.111668,98.1993232,252.8215878,275.6026565,93.5703248,2018.453064,161.9374512,270.0359422,1167.339465,662.616971,125.0514388,243.1783056,205.7724355,633.319083,234.2047292,599.4737676,236.1899396,324.2076396,213.6389122,1160.6127422,192.0649272,638.812417,35.0294938,406.0161702,310.1829982,104.7811725,578.0856796,271.7300796,549.296936
2017-12-26,96.6208598,370.9807827,656.292115,728.971281,98.20688,245.010726,279.352517,91.0971648,2071.311255,157.7422644,277.1083544,1027.443943,580.296911,123.8203594,210.5014488,269.71131,640.388764,219.0043596,599.3648248,232.6722488,326.06905,263.9858181,1161.5459608,195.6589998,641.761583,34.5634236,393.979777,334.5851696,113.939148,575.4268332,262.5867828,540.16492
2017-12-27,98.7653108,367.2338112,663.3731375,711.176041,100.1781488,250.0796204,270.928154,87.8320548,2068.18208,158.274464,275.8679712,1038.040266,638.651228,122.4796582,227.3312616,253.6284395,632.836,227.6539928,584.5839352,231.0867656,319.9204784,233.1313454,1169.6231668,191.0105778,633.647417,33.0799954,403.5906044,354.5141312,106.1381035,573.5220752,262.557018,543.93515
2017-12-28,99.5484798,365.3048574,697.1020585,709.840984,97.676144,240.8925324,268.706693,87.9014948,2170.517113,147.741304,279.0437182,1015.17253,552.774671,121.7115412,199.0854732,257.2790975,637.812353,200.992944,616.0874782,230.8332496,310.197552,232.6964722,1214.321592,195.1049222,630.204681,33.0188966,387.991831,362.6811242,104.257436,563.6175776,226.53503,595.0697065
2017-12-29,99.3289562,351.3608994,705.781888,692.463361,97.1547128,234.0681314,267.9736165,85.5415178,2109.27335,145.5236432,277.8752558,1081.788049,624.036568,111.8442182,225.3930858,255.1050165,628.3985624,190.2278436,584.4812032,226.8344572,300.9570548,219.283198,1104.1550702,192.0278314,616.087162,31.8195134,376.4141776,365.9272094,105.2876445,560.5635264,201.1441288,581.1389175
2018-01-02,96.796883,356.7083868,692.8401085,720.048144,111.3995896,236.208646,265.693802,91.7557534,2068.119371,131.1961412,282.4939018,1134.010155,537.049902,114.7081106,207.3293826,315.7112035,623.5815132,199.2985068,613.1547366,225.9469364,303.475586,286.8864457,1072.5512636,202.0253246,630.780944,31.7715078,388.7644898,393.3892534,118.68087,538.1923552,194.3457044,590.535677
2018-01-03,97.106317,345.5598084,687.276878,767.821688,112.288216,250.7154164,271.1027405,98.30959,2032.957787,130.785872,275.9309662,1102.506992,583.572347,118.4108408,239.4381528,301.5950185,642.6413698,196.8172512,600.75447,230.5356704,289.364624,271.2545066,1062.715155,207.3217742,639.427837,31.2636152,392.691775,394.67207,120.421243,545.887282,186.2442856,614.11349
2018-01-04,98.6266024,351.665955,683.9472625,768.041218,117.6228908,248.8389326,273.579251,95.2393478,2065.482758,129.9398592,281.313852,1165.52687,705.045419,116.5421482,247.6243896,298.466608,640.8241698,207.9207572,606.954202,230.8578804,292.816644,271.9869107,1120.9376418,212.4555072,675.095792,31.4216856,393.4330604,464.4876182,125.63137,537.3328448,196.4153568,638.4057665
2018-01-05,98.0349242,345.3245856,682.566011,786.163807,123.062978,255.0927422,282.962271,93.0816374,2004.495414,130.07711,302.62279,1160.550576,621.379382,117.8175652,224.6326272,297.3715695,653.7517992,198.7739692,589.7823362,237.0875104,288.7648928,270.2809654,1184.611018,214.2078968,675.272723,32.0762238,385.1786246,455.7184776,124.2912045,535.1914332,196.4662528,672.4305945
2018-01-08,98.1706256,352.3027194,650.211769,779.656372,125.6751768,258.960321,283.182757,92.2141092,1952.869744,160.0306528,304.882087,1275.901127,622.670295,125.400474,272.4483906,293.136237,643.5444238,244.1829158,567.7837336,239.5038868,294.1176844,273.9261768,1182.8504076,212.6396348,686.014851,31.6328432,386.1486402,508.7836926,125.2502045,569.282742,191.6740516,673.4156305
2018-01-09,99.9109358,359.3855409,647.749382,802.803034,129.1649132,243.1059886,291.467987,89.765334,1979.031911,162.7861428,291.0830346,1323.251803,566.335099,124.5525156,255.5179092,294.0334415,653.5487198,232.0265356,601.6806162,240.8562532,301.4136556,266.8908388,1120.5862018,211.2841266,685.691467,31.3897544,396.5232712,521.3035548,126.6714245,576.058154,184.6876716,715.9844135
2018-01-10,100.9412822,372.5564073,644.597854,824.858617,136.77859,251.7224936,286.4078735,89.1757308,1933.162482,167.7909484,290.1015302,1329.451272,606.357758,126.4466982,261.4269192,298.940645,656.2336032,234.9457406,639.2428074,241.8523332,307.6354376,286.1426466,1165.107692,227.4367338,682.995672,31.2757012,387.576829,503.5587892,124.143953,578.1756776,204.3855772,678.4204445
2018-01-11,100.083086,376.3371765,661.7376405,835.712781,134.1800268,248.9461574,294.431502,89.312686,1943.703208,155.9227276,279.9220996,1295.485555,559.77714,124.9723006,276.027918,315.8004325,664.8759864,235.9451992,653.0571334,246.1457156,302.41911,291.2374066,1130.5183726,232.8899146,675.92691,31.4931078,389.1092916,512.0180376,123.8381565,579.7224312,197.6689192,696.4895325
2018-01-12,100.672616,380.8686072,629.92919,849.755695,135.8105564,250.0161152,354.307979,86.5790272,1900.867767,156.8369836,282.0958976,1230.288928,554.815616,124.6398672,267.0884652,346.0678455,664.7898858,218.6316944,587.359179,247.9313616,311.4315328,311.4959953,1171.204304,236.5665022,688.148692,31.7228714,390.9609008,510.3837554,127.403603,584.7834148,200.9642272,732.674447
2018-01-15,101.6538286,399.3512697,592.5999995,851.326446,149.7823652,260.5270364,319.975876,90.1908922,1900.840156,150.0347108,272.791877,1177.153107,560.433853,124.8116958,254.5433052,327.7514905,670.4167848,214.9894314,582.2734386,247.8466784,306.902978,296.0133197,1215.2314188,227.1032048,683.707715,26.3511714,381.7211128,496.4869954,124.8020875,582.7033776,196.0529696,730.964282
2018-01-16,103.932484,392.0710035,567.1651055,843.990907,134.4356664,252.1744272,313.051392,85.627891,1817.987542,146.1864988,271.9414628,1171.016662,576.995098,124.9461106,272.6296116,279.738844,667.5426318,248.8051044,557.3057618,249.3890752,320.9164612,275.24586,1131.228717,229.6636578,671.73649,26.0032206,382.2708586,485.7699874,105.7233225,589.5941312,209.9979868,680.2506225
2018-01-17,108.4398338,376.0572669,559.5979435,840.601219,133.5222036,255.3026106,307.083955,82.821451,1759.135669,144.4968168,274.4829366,1131.782343,588.056181,125.604043,248.77968,264.7646305,683.6787388,227.0770264,543.5676726,252.5917856,319.5612276,249.2691006,1182.7102392,231.9305022,679.980247,25.7416498,381.032738,462.6113332,96.752579,595.3841016,217.7266916,672.99112
2018-01-18,108.4942436,380.7905739,563.4758155,831.162825,134.3820108,246.775246,382.9417795,81.7101656,1755.095559,158.1268872,282.8772276,1129.787138,541.62773,125.2939262,236.7607158,261.0926735,679.6810058,234.1152606,544.8112864,260.8587028,321.7976792,253.0104619,1268.7905024,235.7632884,695.605955,26.6943262,393.8591788,471.8146358,97.332588,603.2145508,252.1422272,660.9620815
2018-01-19,117.2075862,386.1964593,570.912158,829.379764,129.4729572,242.8940334,346.510489,80.9710518,1758.90588,144.640062,292.3583058,1183.500609,577.173719,127.2999104,237.9158784,266.4032655,691.4489026,230.4494134,525.5595298,266.8070124,320.0666784,259.821034,1383.1109252,236.5805236,727.123207,28.2735744,395.8804152,466.3947928,97.890894,612.9087284,253.3838336,656.4637395
2018-01-22,119.2201022,390.4290273,569.840977,829.804995,134.0280608,237.9010204,383.297112,80.0154722,1785.355156,150.8032124,298.115725,1094.874215,546.631295,128.3012992,241.8107322,269.4131505,673.1264126,225.5519962,545.8877238,273.423628,322.489562,256.3098378,1418.5933702,232.5738284,743.951924,30.392771,412.7493676,479.8955628,92.856033,613.1691048,287.7593792,668.433968
2018-01-23,120.2939582,396.5028408,563.9444275,856.348176,127.45405,240.013711,442.5766815,80.4453964,1818.413272,132.3327292,288.6930142,1185.690403,525.787076,127.0785292,226.7451114,284.4648385,678.8464782,223.864364,569.4975436,277.7861536,321.823278,280.8332727,1321.868549,225.5369722,819.164434,30.2064832,412.4169332,490.454909,97.8762075,609.6750164,296.3442952,659.5323535
2018-01-24,122.750938,406.6453536,557.941255,880.867601,169.0218368,230.3399298,436.804261,78.4945286,1906.215787,135.3177816,302.66185,1103.675401,510.94438,130.3384754,231.8791692,273.20075,681.1225586,219.3253266,564.7906122,279.6288492,323.1436188,270.1514209,1379.3819176,224.4081338,814.929531,30.1851474,405.306111,537.5520182,103.7148415,608.3831144,323.2168844,662.922285
2018-01-25,120.3721708,409.7658555,569.533437,889.378887,182.4205348,231.166341,434.3523745,80.6013574,1967.065163,149.3859764,300.4614014,1123.98381,623.449916,130.382499,215.2386132,275.56643,686.3634396,228.8729382,725.6470788,282.3389876,332.7211196,284.3645349,1417.2860358,235.6168576,821.825342,31.5194802,398.1117412,538.4299664,103.8961125,612.4335132,335.8936748,673.242539
2018-01-26,121.4281882,411.4663416,570.24852,885.98718,187.4796352,224.5377034,430.690982,82.057894,1997.190274,137.3836412,290.9476274,1117.485323,550.882937,130.9580724,201.726858,282.171311,689.013412,221.7063706,742.6240094,286.0182456,342.2300648,293.7019842,1364.6096262,229.2629472,821.3094,32.1486886,414.8582686,529.1552168,125.4657855,625.6514868,354.9917092,663.742584
2018-01-29,120.9024602,415.9389594,575.0971825,901.13412,193.500374,222.7938626,421.5930935,80.8230382,2045.351044,162.7107264,290.9814546,1089.579961,553.674192,133.668369,221.6349588,271.043853,717.7587204,215.9620404,780.4508002,288.6748748,338.0936768,294.8707056,1355.1709744,245.5030896,817.458402,41.3424786,422.1493332,528.3424452,115.379068,639.3130252,377.3097144,728.0755755
2018-01-30,119.534098,419.959665,582.147561,904.91631,178.9100076,220.1924124,393.6119545,79.6643492,2036.042429,153.9054284,277.4614322,1075.92943,529.70256,130.3314496,207.0426276,267.0749105,719.121964,217.1042996,715.9769428,288.7996096,348.9038076,285.9956217,1307.3570032,246.1118778,839.551478,41.4076498,418.3593084,496.1774314,106.818062,631.852752,338.646234,698.359564
2018-01-31,119.4796246,423.1586658,568.876944,896.398631,179.4589704,217.6709316,364.956787,79.80048,2037.020609,150.0491308,268.2991354,1116.885497,529.033978,130.4629058,223.4198808,256.215944,713.9698848,221.5257046,659.163549,285.6329992,340.1548128,285.957692,1271.6194514,242.4104474,830.342937,41.6281622,407.408275,508.3237778,116.4890325,622.2210448,332.6431092,682.1818335
2018-02-01,128.8227506,423.6854799,579.645209,886.733802,177.9255708,227.3650766,355.907364,84.425022,2015.803014,135.8019216,285.295879,1076.737052,500.658986,129.2220156,204.7259382,248.694565,720.7361716,213.9603972,639.7286386,284.2301096,349.9896084,281.5688336,1305.2557394,245.873758,828.894947,39.5880158,403.0701352,480.8549726,99.3223545,624.2684212,347.1546488,668.1780805
2018-02-02,123.1412224,433.4793915,584.9892255,898.066303,178.3914032,221.5718682,350.451479,77.4274128,2056.694237,142.131202,329.5569048,1054.101625,558.979226,130.8490976,243.9568872,250.6047375,713.8054042,215.3851088,677.6795454,285.8722088,347.2091444,273.2042337,1314.4016192,238.5704418,830.603619,38.7926726,400.1125344,472.2462138,101.646561,615.9541936,334.654268,676.1101375
2018-02-05,113.4753586,445.6330731,582.1991145,911.441235,161.4587376,239.712531,338.340522,76.1698166,2054.314632,143.9649164,315.9796754,1101.639181,627.336591,130.0266242,259.111359,252.071584,711.160784,213.992003,637.631401,289.4609852,345.7369068,286.6918197,1265.6504368,237.6613472,821.977986,41.2244358,399.9361552,454.4653604,102.012108,613.7379456,325.8332104,680.136489
2018-02-06,111.411412,444.4729842,584.1463535,935.635192,151.8412028,230.7527322,333.170706,76.84072,2054.246014,145.123526,294.1088012,1044.184952,679.135065,128.9302792,236.7213396,244.606722,729.884383,207.6635542,631.5268424,287.0385092,339.0073316,268.3227851,1232.6725838,235.5850104,811.513859,41.7204288,397.4467004,438.1703018,96.663232,603.999516,307.1204304,672.489827
2018-02-07,108.5567892,460.5626457,584.3478795,924.060714,149.633354,233.58407,338.478298,81.7706002,2070.346281,146.6256256,282.1868616,1002.320345,706.931587,127.7479562,226.667697,250.8280835,745.4088072,204.2774236,632.0908396,293.0366668,336.0779204,283.3151613,1216.8482472,246.4353944,799.855275,47.3816006,393.5804348,429.7803072,98.215336,614.3503572,287.5545616,659.591668
2018-02-08,101.754812,461.1235035,586.3931475,936.053287,142.1205644,228.3587818,335.5602165,81.489523,2054.478309,171.91693,288.8336836,982.157037,691.885506,126.967443,236.3716542,244.141169,747.372341,200.4062088,596.9970156,291.8392576,345.7288604,280.711362,1219.0687164,249.7666992,788.006868,42.449562,383.7741264,414.0381638,92.40487,601.8437776,272.7672872,636.991239
2018-02-09,93.9897842,453.9802062,561.776963,944.22933,135.0421952,233.5130344,332.0284665,80.2265836,2030.03206,161.1421824,271.0706072,1014.346908,629.900899,122.2369342,224.5755504,237.376652,733.487202,184.0841532,585.1286268,293.1624692,333.2162048,273.3114369,1175.395427,242.4678252,759.360432,38.8915836,378.3644542,404.4875882,95.615444,598.4839188,258.7402784,602.6650115
2018-02-12,90.5019866,455.7124821,566.982361,959.502846,132.8320052,229.9546874,324.8915245,80.295513,2059.051805,151.3283056,261.4341182,917.046786,562.629212,123.4540858,214.763073,243.206023,764.621685,194.5000138,605.3698752,293.1656316,327.9283476,275.284611,1130.1006802,256.4020026,753.879369,36.8425376,368.2802498,406.1136916,98.806631,596.2850428,247.957334,567.37327
2018-02-13,87.0885988,442.7288376,553.302761,951.217797,129.1600488,216.8736744,324.3692955,71.402954,2123.803161,139.16146,250.2780108,912.992289,517.824451,118.007127,202.7571252,230.9479525,753.1469726,182.7574232,596.80154,288.2475412,306.2640812,260.0275849,1075.096782,236.6820148,740.794089,35.4297524,349.2138212,389.2655114,90.3305225,590.8182032,241.4426464,566.1796575
2018-02-14,82.2300024,438.3294819,539.5824665,935.916207,123.6170508,218.981809,318.937856,69.4593902,2100.104337,127.9046496,241.9387208,894.732471,505.954941,111.372844,190.7101656,229.9713005,749.3305822,171.0518684,594.3527424,282.6502764,303.0577984,252.6100641,1040.3868646,223.7024678,722.194413,35.9902466,341.8746334,383.3474648,100.6233545,565.9289664,232.1103244,573.800375
2018-02-22,86.4031798,434.833386,561.8210585,947.95941,128.0609828,227.1458846,321.5402875,71.4250404,2068.658349,133.4932896,246.1962276,913.215457,581.29399,113.9276796,201.4569186,232.6303865,782.7719758,173.8913216,589.6670884,280.0974536,299.4504,252.3561776,1115.8230138,242.6121146,738.333833,35.8944036,347.66142,399.6116068,99.832495,562.1706852,255.196794,556.204384
2018-02-23,90.1425392,455.0923179,568.006975,972.746264,135.2301256,236.3238082,331.9444985,74.541691,2175.15371,152.5551728,260.0815064,1037.299557,686.262622,125.2971576,240.532983,242.5714685,824.3694172,181.2497012,687.000545,283.5044932,321.8049192,262.4784205,1178.0303254,258.6488274,750.598951,36.2394416,357.0487112,410.9914462,108.534285,596.66521,272.5652288,567.9368525
2018-02-26,92.9141248,473.9023746,557.6549595,997.100559,133.3453932,268.934734,327.2569515,100.3193648,2220.841711,143.0446352,274.7733924,1018.746973,768.052697,123.2289642,276.3091158,252.987341,863.3545334,212.425967,710.7215184,282.2005132,323.8599888,284.1242428,1232.0435472,265.1627796,750.088538,35.6759874,370.3951644,448.8629038,106.6294185,591.0645976,272.763002,570.1108845
2018-02-27,94.1721752,490.6377768,570.2013595,980.300515,133.024126,267.7215134,320.400936,97.1932324,2230.932656,145.205518,286.6572418,1038.099766,750.840151,124.6190316,287.5301226,262.4531745,869.8677608,222.6667818,743.9739598,280.7379128,314.352,279.5258298,1211.799985,262.2299408,739.590491,36.4901576,378.067228,472.757227,110.7456985,594.0367788,270.3384872,579.3383635
2018-02-28,94.0301732,495.1164249,571.663322,983.583684,136.768992,277.2458386,323.287929,99.492985,2241.31177,156.3618896,287.7011792,1007.164163,710.206313,122.6847088,296.1346692,261.335672,935.598803,215.078687,713.3016794,286.2642256,317.3551176,274.7017052,1214.064404,273.8407254,746.377533,37.3006332,375.2718076,470.6890562,106.9014775,596.7185548,275.6108936,568.9049715
2018-03-01,94.4287566,504.7359858,573.1182555,989.688693,136.3634396,278.544393,326.977286,95.369729,2251.514106,160.6243944,293.3092076,1066.407848,740.720939,123.321165,290.9375214,285.79839,1017.7721772,241.6437316,710.6405284,288.3637892,314.3672784,281.6018324,1244.3540848,281.9125972,746.879147,36.7330598,378.3929328,474.1717356,111.5694025,599.2939028,283.7666248,554.8002985
2018-03-02,96.0796212,488.8962135,567.7281065,1011.646554,136.5465488,300.9988898,327.8948965,97.8377942,2264.681174,160.7744596,307.024364,1030.599078,729.075786,124.1984284,265.3969638,270.630957,1079.5117072,224.4676936,716.505075,284.5190132,319.5760456,261.8371976,1204.6627118,304.0751146,744.026909,36.6271062,374.1844354,479.0812726,108.1881185,598.1945268,280.4268904,558.2793065
2018-03-05,92.614903,488.3586369,568.252399,1010.300321,141.7059796,315.7767684,335.397085,107.7083798,2266.180547,157.93826,269.626838,1063.34803,698.964841,116.9599798,265.6053954,265.014205,1074.1833352,226.4625458,703.800616,290.1273008,318.1372084,269.1703555,1225.885513,290.213579,758.939091,36.6291134,378.0411714,482.4170654,108.774916,588.3482456,295.1033868,547.391042
2018-03-06,87.728768,500.9332353,568.206422,1010.584951,137.3935776,338.4334878,354.4062615,107.3984344,2322.678385,152.2936368,258.3077474,1019.56034,660.716891,113.506639,258.7357026,271.2638725,1121.7753752,225.577695,743.2440758,292.4948112,324.6558388,259.4164452,1284.3979668,287.0233102,753.978758,37.4037584,389.1212924,477.8119408,109.1033925,578.4250064,287.5516672,538.548152
2018-03-07,85.5116962,475.946376,571.8192975,1005.637106,140.4881612,330.9110548,342.560363,107.4867776,2306.405537,165.4211428,255.8897118,1065.586392,643.246219,112.899187,251.5054362,262.3270765,1190.1853306,225.7272932,721.1390098,293.3373396,324.1524868,268.3534263,1313.0233504,287.6040098,764.574865,37.4422274,398.0999452,484.7641158,110.934787,588.7007692,295.2551636,562.5192905
2018-03-08,86.4569686,489.2984163,576.459601,1021.036764,138.5601676,331.4486368,335.7927515,107.9944004,2278.589636,165.771038,248.642187,1059.727933,616.826207,111.3863954,241.291935,273.9230455,1192.9491122,233.4699702,739.1094262,292.9326376,315.9206916,267.0896285,1355.4378002,284.503638,760.769489,37.8592766,395.2847614,474.4544234,119.6579685,570.5345308,305.6853568,563.2174735
2018-03-09,80.8124262,480.6446742,571.118048,1018.512379,133.8687584,331.4154816,337.7547345,106.925947,2243.799151,161.8942248,236.5507424,1070.793927,601.131166,111.5643846,236.2384716,256.40107,1196.6805896,230.2665286,718.2443454,286.4880832,324.862156,259.0596625,1309.9594814,277.2599782,759.857618,38.4776268,394.733556,472.541375,112.021792,560.5473708,303.2521116,569.4569085
2018-03-12,77.183111,474.9228765,583.1989275,1014.282659,129.9309888,324.8127548,330.721801,97.9935912,2287.812088,155.6395012,224.5991974,1074.426069,580.504007,113.7298116,233.4276618,261.301527,1130.7762802,217.1370152,770.693167,291.1461136,333.8232728,269.1838202,1327.9652858,268.8128938,763.232006,37.200554,384.4454148,479.7384476,126.7060145,553.5760396,306.6656236,567.61021
2018-03-13,75.6414634,476.2300515,611.160155,1029.252397,136.4262984,325.9255308,322.2191045,95.1897638,2296.798961,149.8813656,227.7967838,1066.732028,570.950287,113.6267538,247.0161408,253.7481615,1128.9347332,211.186193,752.8197322,307.5959876,340.2633004,255.1692899,1369.341714,267.2354706,773.763081,36.8250992,383.8724434,498.995697,129.997048,566.0306196,308.8093196,574.595861
2018-03-14,74.6095332,473.4705264,586.8822705,1029.457754,133.6655852,325.7332366,322.682262,95.0290828,2299.57755,151.4137528,225.8427404,1100.640431,649.86745,113.9351808,273.8300352,251.3654985,1136.8218582,215.2286326,792.1843572,310.8823312,331.197832,249.6492087,1379.8711762,271.8204934,770.743838,38.569734,384.7850952,487.3625792,127.5742095,559.976304,306.994146,577.0906105
2018-03-15,75.7636482,477.6434427,546.4742975,1031.212384,131.5673716,330.2391078,325.7682735,92.0362088,2232.253535,152.4774968,221.8569116,1038.008692,581.107966,114.0813594,248.5068678,254.923562,1142.145208,208.0654502,774.6080354,310.1751288,337.1954812,252.457023,1358.0042738,258.473166,782.739331,38.5890802,379.2022518,485.465492,132.7578955,576.0144052,304.8662968,572.4237595
2018-03-16,87.8877034,501.4803537,539.5941645,1032.109713,128.4174908,335.9940056,326.272207,89.3041754,2232.36501,146.5282224,234.1016602,1055.264832,592.938618,113.2612768,245.6360208,255.711365,1223.9289968,202.657471,774.0834944,312.4752,325.1564924,274.5678061,1385.9567686,259.5717136,820.95335,37.3473966,377.353351,492.7483206,130.491667,578.1074952,304.4243732,555.9812915
2018-03-19,88.0921162,517.7746785,542.820126,1038.473117,130.5484128,328.0263788,337.762785,89.3750744,2251.93012,150.8628632,227.6733644,1102.930055,658.123362,116.5584868,280.7861466,269.646104,1173.1257942,214.943541,771.2716896,328.0015232,324.73912,272.6125638,1412.9338298,250.0762356,817.906092,37.4588586,367.874311,480.7122918,131.078738,593.3580052,303.24992,558.6348125
2018-03-20,87.056554,509.2891305,546.849728,1044.121369,133.6407548,327.2602892,344.168634,88.8976528,2251.152969,136.6382036,232.110009,1082.204034,619.624282,108.3243414,264.2207076,278.3591925,1156.5843922,202.5931802,776.2303788,328.2476296,339.4605764,280.3125453,1408.2222502,243.5866054,826.053456,37.6960034,369.4490336,459.6284302,141.9431535,585.4710072,296.6650536,565.249191
2018-03-21,84.8595286,518.6244357,555.2097755,1042.291678,131.1902224,336.0298938,347.482688,87.3374916,2267.445208,149.1677604,251.6662118,1121.164678,635.264349,108.6236776,276.3447042,267.5279695,1168.5481464,200.5624962,773.8407596,322.825366,342.0966016,271.0744765,1429.8564862,244.8618318,830.101527,38.3195648,370.2478288,454.1896022,135.1255885,593.010024,297.705154,585.777738
2018-03-22,84.140964,502.0266291,549.8858645,1057.937111,136.559128,332.8157226,358.727876,89.7113468,2300.31847,164.0258436,246.1248304,1114.602182,618.033279,108.4452154,269.52969,273.8139215,1182.9479558,216.9015576,786.1970246,326.1762476,343.5146732,270.6400072,1449.9386554,244.948016,842.09885,37.5499992,369.4746668,428.1865538,128.279902,599.9072836,297.8637796,603.27726
2018-03-23,90.8092664,502.5159285,544.4116435,1084.681501,127.9260656,325.8567254,352.841299,86.3405178,2222.143785,138.7053816,227.2517446,969.590624,658.529883,98.495347,300.993309,257.1725315,1180.705871,186.6116648,783.0979768,315.8292392,322.3395428,259.4223952,1288.0203668,244.0612718,766.257686,37.8986962,354.0649472,424.7088082,120.631738,570.39763,285.0943348,607.606403
2018-03-26,91.1567654,499.5881469,534.8567435,1068.221273,132.9716816,328.3704768,358.85656,85.6684062,2156.505956,133.925592,216.7192794,982.055011,585.058011,103.3065198,291.8085102,264.335385,1183.4944758,189.674369,734.4315774,305.2905988,322.8901812,258.519014,1323.576319,252.2224768,719.879279,37.8837172,367.4578354,424.9814324,121.8086985,561.4441272,273.5407708,590.2771615
2018-03-27,87.3010634,499.224453,526.802281,1059.728031,134.8064972,323.565351,356.498931,89.8581696,2194.240588,127.6450984,222.4695722,983.253004,614.467121,102.6936626,283.200927,259.5523275,1182.7548038,192.132096,722.4931396,308.4222668,323.822298,253.5656801,1307.7819074,255.0604446,724.15002,37.3790642,363.464927,435.9841124,120.031091,581.7781772,277.457574,583.367902
