,total_CV,agri_CV,chem_CV,fmt_CV,nfmt_CV,gld_CV
2018-03-07,15658.6753778,3768.1116202,2257.169725,3989.9274158,4161.8831348,1481.583482
2018-03-08,15661.2903534,3732.2718867,2267.9246927,3993.382457,4157.3761367,1510.3351803
2018-03-09,15468.1690599,3722.5566245,2224.0168045,3919.8201248,4102.6184529,1499.1570532
2018-03-12,15464.8520639,3615.8749708,2247.2298193,3903.2273458,4209.3143925,1489.2055355
2018-03-13,15559.6097488,3618.9391835,2259.2857688,3940.5276388,4235.3747092,1505.4824485
2018-03-14,15699.3032301,3616.5908782,2235.5895517,4088.4597316,4255.7347882,1502.9282804
2018-03-15,15418.3391941,3630.9191099,2247.9761253,3904.8285048,4125.7596274,1508.8558267
2018-03-16,15622.84941,3716.8374172,2305.5474705,3964.8504952,4102.0239604,1533.5900667
2018-03-19,15803.9001352,3668.9883072,2317.4477434,4136.559541,4124.6567481,1556.2477955
2018-03-20,15705.367105,3650.2590862,2322.5307125,4039.68454,4139.4822668,1553.4104995
2018-03-21,15877.2285329,3683.0977122,2289.7718823,4161.1693436,4182.2734811,1560.9161137
2018-03-22,15970.8742595,3714.6337202,2296.4799201,4160.11826,4239.6786191,1559.9637401
2018-03-23,15381.2861893,3625.9124184,2142.7308893,3868.1856438,4157.2598083,1587.1974295
2018-03-26,15157.6020358,3654.8678246,2112.1698595,3806.6834934,4016.0714384,1567.8094199
2018-03-27,15189.151251,3666.7978282,2120.2218242,3816.275204,4026.9039106,1558.952484
2018-03-28,15213.4761073,3640.7342577,2126.7837643,3876.6814478,4023.0141066,1546.2625309
2018-03-29,15299.5414445,3660.6894692,2146.1821914,3912.0995354,4073.7216168,1506.8486317
2018-03-30,15324.1720725,3761.5888543,2142.8347925,3886.393528,4028.6246659,1504.7302318
2018-04-02,15171.2485433,3777.0930458,2102.9759796,3797.1970348,3996.6058538,1497.3766293
2018-04-03,14987.0394451,3765.3143663,2091.5784825,3689.930603,3960.0561458,1480.1598475
2018-04-04,14933.3412798,3781.9535551,2059.956175,3716.7072908,3891.2729912,1483.4512677
2018-04-09,15187.3951916,3861.4175241,2091.8173807,3766.4702648,3978.6911083,1488.9989137
2018-04-10,15259.6482716,3832.5876268,2100.2333333,3820.5868938,4009.870201,1496.3702167
2018-04-11,15279.5088424,3888.1498223,2101.841546,3782.4811066,3974.3365935,1532.699774
2018-04-12,15345.9727919,3839.3524884,2096.9223537,3799.5863474,4075.9802855,1534.1313169
