,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,焦炭,甲醇,淀粉,豆粕,玉米,焦炭,螺纹钢,棕榈油,沪银,PVC,螺纹钢,沪铜,玻璃
1,铁矿石,棉花,甲醇,菜粕,塑料,热卷,焦炭,焦炭,菜粕,动力煤,动力煤,螺纹钢,沪铜
2,天胶,PVC,棉花,豆一,焦煤,螺纹钢,沪银,螺纹钢,动力煤,豆一,沪铜,沪铝,菜粕
3,螺纹钢,鸡蛋,沪银,淀粉,沥青,铁矿石,沥青,PTA,焦煤,塑料,沥青,沪锌,淀粉
4,热卷,聚丙烯,沪金,鸡蛋,淀粉,PVC,铁矿石,菜粕,螺纹钢,沪铝,沪银,白糖,白糖
