,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,沪金,焦炭,铁矿石,沪锌,豆一,豆粕,PVC,热卷,沪金,热卷,沪金,豆粕,豆粕
1,聚丙烯,铁矿石,焦炭,动力煤,沪镍,沪锌,热卷,沪锌,热卷,玉米,豆粕,铁矿石,豆油
2,棉花,天胶,螺纹钢,沥青,玻璃,沪铜,沪金,沪铜,PVC,淀粉,热卷,天胶,沥青
3,沪银,螺纹钢,热卷,螺纹钢,沪锌,豆一,甲醇,玻璃,聚丙烯,沪银,PVC,豆油,豆一
4,塑料,热卷,焦煤,铁矿石,甲醇,棉花,棕榈油,豆粕,沪锌,白糖,玻璃,沥青,天胶
