,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,PVC,豆一,豆粕,豆粕,玉米,棕榈油,沪铝,焦炭,动力煤,PVC,动力煤,沪铜,玻璃
1,铁矿石,天胶,菜粕,菜粕,塑料,沪铝,焦煤,螺纹钢,焦煤,豆一,沪铜,螺纹钢,沪铜
2,焦炭,动力煤,淀粉,豆一,焦煤,棉花,甲醇,棕榈油,沪铝,动力煤,甲醇,沪铝,菜粕
3,焦煤,鸡蛋,玉米,焦炭,沥青,焦煤,沪银,棉花,PTA,塑料,塑料,沪锌,淀粉
4,螺纹钢,豆粕,沪金,淀粉,淀粉,焦炭,白糖,沪银,鸡蛋,棉花,沥青,白糖,白糖
