,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,沪金,铁矿石,铁矿石,动力煤,豆一,沪镍,PVC,热卷,沪金,热卷,豆粕,豆粕,豆粕
1,白糖,PVC,焦炭,沥青,沪镍,豆油,玻璃,沪锌,热卷,玉米,沪金,铁矿石,豆油
2,沪银,螺纹钢,螺纹钢,沪锌,玻璃,沪锌,聚丙烯,白糖,豆一,淀粉,热卷,天胶,天胶
3,豆油,聚丙烯,PVC,甲醇,沪锌,聚丙烯,棕榈油,玉米,玻璃,白糖,豆一,豆油,铁矿石
4,淀粉,焦炭,焦煤,聚丙烯,甲醇,玻璃,淀粉,PVC,聚丙烯,沪银,玻璃,沥青,沥青
