,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,玉米,鸡蛋,铁矿石,鸡蛋,豆一,PVC,沥青,沪金,沥青,白糖,动力煤,豆粕,豆粕
1,淀粉,焦煤,天胶,沪铝,沪镍,玻璃,沪铜,螺纹钢,沪镍,菜粕,甲醇,铁矿石,玉米
2,沪银,铁矿石,鸡蛋,沪铜,玻璃,沪铜,沪金,PVC,动力煤,棉花,菜粕,沪金,沪银
3,沪金,PVC,棉花,铁矿石,甲醇,沪金,沪银,鸡蛋,甲醇,豆一,沪金,沪银,沪金
4,豆一,棉花,沪铜,白糖,铁矿石,塑料,PVC,豆一,塑料,沪金,沪银,天胶,铁矿石
