,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,玉米,沪铜,焦煤,焦炭,豆一,棕榈油,焦煤,棕榈油,PVC,白糖,沪金,豆粕,豆粕
1,沪金,淀粉,甲醇,焦煤,沪镍,沪银,沪锌,棉花,动力煤,棕榈油,PVC,天胶,沪银
2,豆一,PVC,铁矿石,甲醇,玻璃,豆一,淀粉,白糖,白糖,棉花,动力煤,沪镍,天胶
3,菜粕,棕榈油,沪镍,鸡蛋,甲醇,塑料,PVC,甲醇,PTA,沪铜,白糖,沪金,沪镍
4,鸡蛋,沪镍,焦炭,白糖,铁矿石,沪铜,聚丙烯,豆油,沪锌,豆油,沪银,沪银,PVC
