,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,铁矿石,铁矿石,焦炭,沪铝,天胶,热卷,沪镍,沪铝,螺纹钢,热卷,玻璃,沪铝,沪铝
1,天胶,天胶,沪铝,豆粕,沪银,沪铝,热卷,热卷,棉花,甲醇,PVC,沪镍,沪镍
2,沪镍,沪镍,动力煤,菜粕,沪铝,棕榈油,沪金,动力煤,沪锌,豆一,热卷,沪铜,沥青
3,沪锌,沪铝,沪镍,PVC,PTA,沪铜,沪锌,沪锌,聚丙烯,沪铝,豆粕,天胶,焦煤
4,沪铝,沪锌,铁矿石,沪镍,淀粉,淀粉,豆粕,菜粕,白糖,聚丙烯,沥青,沪银,PVC
