,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,棉花,豆一,豆一,天胶,鸡蛋,沪镍,玻璃,沪镍,焦炭,鸡蛋,鸡蛋,沪锌,甲醇
1,玉米,鸡蛋,鸡蛋,白糖,菜粕,PVC,动力煤,PVC,热卷,塑料,淀粉,焦炭,沪锌
2,沪金,豆粕,白糖,玻璃,豆粕,鸡蛋,焦炭,聚丙烯,沪银,PVC,玉米,螺纹钢,玻璃
3,棕榈油,菜粕,玉米,棕榈油,甲醇,焦煤,玉米,沪金,玉米,沪金,铁矿石,甲醇,焦炭
4,豆油,甲醇,棕榈油,焦煤,棕榈油,沥青,铁矿石,棉花,沪金,棉花,沪铜,豆粕,螺纹钢
