,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,焦煤,沪镍,动力煤,沥青,玉米,棕榈油,白糖,PVC,沪金,玉米,焦煤,沪铜,玻璃
1,焦炭,棉花,螺纹钢,PTA,塑料,塑料,棕榈油,沪金,沥青,沥青,铁矿石,沪锌,沪锌
2,玻璃,动力煤,热卷,动力煤,焦煤,沪镍,聚丙烯,焦炭,沪银,沪银,沪铝,沪铝,沪铝
3,沥青,沥青,棉花,棉花,沥青,沪金,沪铜,PTA,沪铜,菜粕,沪铜,螺纹钢,热卷
4,沪镍,豆油,菜粕,塑料,淀粉,棉花,PVC,聚丙烯,焦煤,玻璃,沥青,PTA,鸡蛋
