,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,豆粕,豆粕,热卷,沥青,塑料,沪铜,沪铜,沪铜,动力煤,棕榈油,菜粕,沪铜,玻璃
1,菜粕,菜粕,螺纹钢,豆粕,玉米,鸡蛋,玻璃,豆一,铁矿石,淀粉,动力煤,螺纹钢,焦煤
2,鸡蛋,螺纹钢,焦煤,甲醇,焦煤,铁矿石,沪金,聚丙烯,PVC,甲醇,甲醇,焦炭,菜粕
3,玻璃,鸡蛋,豆粕,菜粕,沥青,玻璃,淀粉,甲醇,玻璃,豆一,热卷,焦煤,聚丙烯
4,焦炭,热卷,沥青,豆一,棉花,热卷,铁矿石,豆粕,塑料,PVC,焦炭,玻璃,热卷
