,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,沪金,沪铝,鸡蛋,焦炭,豆一,豆一,鸡蛋,沥青,螺纹钢,沪金,棉花,铁矿石,铁矿石
1,玉米,沪锌,沪银,铁矿石,沪镍,焦煤,豆粕,菜粕,热卷,玉米,玉米,天胶,天胶
2,沪银,豆一,沪金,鸡蛋,玻璃,菜粕,焦煤,焦炭,棉花,焦煤,沥青,豆粕,豆油
3,棉花,淀粉,焦炭,螺纹钢,沪锌,棕榈油,菜粕,沪金,白糖,玻璃,沪金,豆油,豆粕
4,聚丙烯,塑料,PTA,天胶,甲醇,聚丙烯,焦炭,PTA,PTA,棉花,沪镍,沪镍,沪镍
