,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,沪金,沪锌,沪铝,沪锌,沥青,苹果,鸡蛋,沥青,PVC,棕榈油,鸡蛋,焦炭,焦煤
1,棉花,天胶,沪镍,白糖,聚丙烯,铁矿石,PTA,铁矿石,聚丙烯,沪金,热卷,焦煤,玻璃
2,淀粉,豆一,沪锌,沥青,白糖,沪镍,沪金,热卷,PTA,鸡蛋,螺纹钢,沪铜,豆一
3,沪银,豆粕,天胶,棕榈油,塑料,热卷,沥青,苹果,棕榈油,铁矿石,沪银,铁矿石,焦炭
4,玻璃,焦炭,沥青,沪金,玻璃,塑料,豆一,淀粉,螺纹钢,沪镍,淀粉,豆粕,聚丙烯
