,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,沥青,聚丙烯,焦炭,螺纹钢,菜粕,塑料,焦煤,塑料,沪镍,豆一,沥青,螺纹钢,菜粕
1,焦煤,白糖,铁矿石,热卷,白糖,棉花,沥青,白糖,沪铝,螺纹钢,豆粕,白糖,白糖
2,铁矿石,天胶,天胶,焦炭,聚丙烯,鸡蛋,焦炭,甲醇,鸡蛋,甲醇,玻璃,焦煤,玻璃
3,动力煤,菜粕,螺纹钢,沪镍,塑料,白糖,鸡蛋,棕榈油,甲醇,沥青,沪铝,菜粕,焦煤
4,菜粕,塑料,热卷,PVC,豆粕,甲醇,动力煤,焦炭,沥青,沪铝,豆油,天胶,鸡蛋
