,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,沪金,沥青,沪铝,沥青,沪铝,沪金,热卷,沥青,聚丙烯,棕榈油,热卷,沪铜,沥青
1,玉米,动力煤,沥青,白糖,沪银,铁矿石,聚丙烯,沪镍,PVC,沪金,鸡蛋,铁矿石,甲醇
2,棉花,甲醇,鸡蛋,棕榈油,鸡蛋,沪锌,铁矿石,沪银,棕榈油,鸡蛋,螺纹钢,甲醇,淀粉
3,淀粉,焦煤,沪镍,沪金,PVC,沪镍,沪锌,沪金,焦煤,沪银,淀粉,沪铝,PVC
4,沪银,沪锌,甲醇,沪锌,豆油,棕榈油,玻璃,淀粉,螺纹钢,棉花,沪银,棉花,聚丙烯
