,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,沪金,热卷,铁矿石,动力煤,豆一,热卷,沪金,热卷,沪金,玉米,豆粕,豆粕,豆粕
1,动力煤,焦煤,焦煤,沥青,沪镍,焦煤,热卷,玉米,热卷,热卷,沪金,铁矿石,天胶
2,白糖,螺纹钢,沪锌,沪锌,玻璃,铁矿石,沪银,棕榈油,豆粕,棕榈油,焦炭,天胶,铁矿石
3,淀粉,焦炭,焦炭,PVC,沪锌,棕榈油,聚丙烯,白糖,豆一,淀粉,热卷,豆油,沥青
4,沪铜,棉花,热卷,甲醇,甲醇,沪铝,螺纹钢,沪锌,豆油,白糖,焦煤,沪银,豆油
