,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,沪镍,铁矿石,菜粕,焦炭,玉米,铁矿石,菜粕,沪锌,甲醇,PVC,玻璃,沪铜,玻璃
1,铁矿石,沪锌,豆粕,焦煤,塑料,甲醇,PTA,PVC,热卷,聚丙烯,白糖,沪锌,沪铜
2,淀粉,沪镍,鸡蛋,菜粕,焦煤,淀粉,铁矿石,动力煤,螺纹钢,豆油,沪铜,沪铝,沪锌
3,天胶,沪铜,豆一,热卷,沥青,菜粕,白糖,豆一,沪镍,PTA,热卷,热卷,沪铝
4,沥青,鸡蛋,铁矿石,螺纹钢,淀粉,焦煤,焦煤,PTA,玻璃,焦煤,沪银,白糖,鸡蛋
