,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,棉花,淀粉,沥青,天胶,豆一,焦炭,沪金,焦炭,沪金,玻璃,棉花,豆粕,豆粕
1,白糖,玉米,甲醇,沪银,沪镍,天胶,沪锌,玻璃,PVC,菜粕,沪金,铁矿石,PVC
2,沪金,天胶,动力煤,塑料,玻璃,沪铜,塑料,豆粕,焦煤,天胶,聚丙烯,天胶,玉米
3,塑料,菜粕,玻璃,沪铜,甲醇,玻璃,玻璃,菜粕,棉花,沪银,焦煤,沪镍,铁矿石
4,棕榈油,棕榈油,聚丙烯,甲醇,铁矿石,沪铝,动力煤,沪银,鸡蛋,螺纹钢,沪铝,焦炭,沥青
