,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,白糖,焦煤,豆一,天胶,沪镍,沥青,沪锌,沪镍,焦炭,鸡蛋,鸡蛋,铁矿石,沪镍
1,沪金,沪镍,聚丙烯,焦煤,沪银,焦煤,豆一,沥青,沪银,焦煤,沪金,沪镍,焦煤
2,沪银,铁矿石,鸡蛋,白糖,动力煤,热卷,焦煤,焦煤,热卷,沪金,淀粉,焦炭,焦炭
3,豆油,焦炭,塑料,玻璃,玻璃,沪铝,沪银,鸡蛋,玉米,塑料,沪银,沪铝,铁矿石
4,玉米,沪铝,棕榈油,棕榈油,沪锌,沪镍,焦炭,沪金,鸡蛋,棉花,玉米,焦煤,玻璃
