,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,焦煤,淀粉,动力煤,豆粕,玉米,PVC,甲醇,PVC,甲醇,热卷,沥青,豆粕,塑料
1,沪镍,豆粕,焦炭,菜粕,沥青,棕榈油,淀粉,沪铝,螺纹钢,甲醇,PVC,塑料,鸡蛋
2,铁矿石,白糖,沪铝,沪铝,淀粉,塑料,沪镍,动力煤,沪镍,沪铝,热卷,热卷,热卷
3,沪铝,豆一,沪锌,PVC,棉花,玻璃,铁矿石,PTA,聚丙烯,豆一,豆粕,鸡蛋,豆粕
4,焦炭,玉米,沪银,豆一,塑料,鸡蛋,沪铝,菜粕,棉花,豆油,玻璃,棉花,豆一
