,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,PVC,塑料,螺纹钢,豆粕,玉米,动力煤,甲醇,PVC,沪金,PVC,动力煤,沪铜,玻璃
1,塑料,豆粕,热卷,焦炭,塑料,焦炭,塑料,玻璃,豆油,动力煤,沪锌,沪铝,热卷
2,聚丙烯,PVC,天胶,菜粕,焦煤,豆粕,玻璃,豆粕,沪铝,豆一,甲醇,沪锌,沪铜
3,甲醇,聚丙烯,PVC,焦煤,沥青,PVC,PVC,天胶,棕榈油,豆油,淀粉,焦炭,菜粕
4,沥青,焦炭,焦炭,豆一,淀粉,玻璃,沪锌,鸡蛋,棉花,沪锌,豆油,螺纹钢,沪铝
