,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,棉花,焦煤,动力煤,甲醇,豆一,螺纹钢,豆粕,淀粉,豆粕,玉米,豆粕,豆粕,豆粕
1,沪金,动力煤,甲醇,沪银,沪镍,棕榈油,淀粉,螺纹钢,菜粕,焦炭,PVC,铁矿石,天胶
2,白糖,沥青,沪铜,天胶,玻璃,玉米,菜粕,铁矿石,玻璃,螺纹钢,鸡蛋,天胶,沥青
3,玉米,沪铜,沪金,动力煤,甲醇,焦煤,沪银,棕榈油,淀粉,棕榈油,沪金,豆油,铁矿石
4,豆油,甲醇,聚丙烯,沥青,铁矿石,豆油,玉米,焦煤,焦炭,沪金,焦煤,沥青,豆油
