,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,沪镍,沪镍,铁矿石,焦炭,玉米,甲醇,PVC,动力煤,甲醇,豆油,玻璃,沪铜,玻璃
1,沥青,铁矿石,菜粕,焦煤,塑料,动力煤,焦煤,沪锌,焦炭,动力煤,白糖,沪锌,沪锌
2,沪铝,沪锌,豆粕,沪镍,焦煤,玻璃,塑料,甲醇,热卷,甲醇,热卷,沪铝,沪铜
3,铁矿石,焦炭,沪金,菜粕,沥青,塑料,淀粉,焦煤,沪镍,聚丙烯,沪铜,热卷,沪铝
4,PVC,聚丙烯,豆一,热卷,淀粉,菜粕,豆一,沪金,螺纹钢,豆一,塑料,白糖,鸡蛋
