,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,焦炭,焦炭,焦炭,豆粕,甲醇,沪银,焦煤,动力煤,PTA,热卷,玻璃,沪镍,甲醇
1,热卷,铁矿石,动力煤,菜粕,沪银,沪锌,沪锌,螺纹钢,棉花,豆一,PVC,铁矿石,沪镍
2,螺纹钢,热卷,甲醇,沪铝,玻璃,铁矿石,甲醇,菜粕,聚丙烯,聚丙烯,豆粕,焦炭,沥青
3,焦煤,焦煤,沪铝,PVC,PVC,焦煤,豆粕,热卷,焦煤,甲醇,热卷,甲醇,玻璃
4,铁矿石,玻璃,沪镍,豆一,沥青,塑料,沪铝,甲醇,玻璃,豆油,沥青,沥青,焦炭
