,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,棉花,豆粕,动力煤,天胶,沪镍,棕榈油,淀粉,棕榈油,淀粉,沪金,棉花,沪镍,沥青
1,沪银,豆一,沥青,铁矿石,玻璃,焦煤,豆一,铁矿石,沪金,玻璃,沪镍,豆粕,沪镍
2,白糖,菜粕,玻璃,动力煤,甲醇,豆油,焦煤,塑料,焦炭,玉米,淀粉,天胶,棕榈油
3,沪金,淀粉,铁矿石,焦炭,沪银,甲醇,白糖,玻璃,热卷,棉花,玉米,沥青,豆粕
4,玉米,鸡蛋,沪锌,螺纹钢,动力煤,豆粕,甲醇,沪铜,聚丙烯,铁矿石,螺纹钢,棕榈油,天胶
