,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,白糖,焦煤,焦炭,鸡蛋,豆一,棉花,棉花,焦炭,沪金,白糖,沪金,豆粕,豆粕
1,沪金,铁矿石,菜粕,菜粕,沪镍,豆油,玻璃,棉花,菜粕,棉花,沪银,天胶,沪银
2,玉米,沪镍,棕榈油,豆粕,玻璃,PVC,菜粕,豆一,PVC,沪锌,焦煤,沪金,天胶
3,动力煤,螺纹钢,鸡蛋,白糖,甲醇,铁矿石,聚丙烯,沪铜,甲醇,豆油,玻璃,沪银,沪金
4,玻璃,棕榈油,豆粕,豆油,铁矿石,玻璃,PTA,豆油,玻璃,焦炭,聚丙烯,沪镍,沥青
