,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,玉米,动力煤,沥青,天胶,豆一,玉米,PVC,菜粕,沪金,菜粕,棉花,豆粕,豆粕
1,棉花,甲醇,动力煤,甲醇,沪镍,菜粕,沪铝,玉米,PVC,玻璃,螺纹钢,铁矿石,铁矿石
2,沪金,沥青,天胶,塑料,玻璃,PVC,焦煤,玻璃,焦煤,天胶,动力煤,天胶,玉米
3,淀粉,PVC,沪锌,沪铜,甲醇,沥青,沪金,豆粕,棉花,塑料,淀粉,沪镍,PVC
4,热卷,塑料,聚丙烯,沪银,铁矿石,豆粕,铁矿石,沪银,沪铝,沪银,豆油,玉米,沥青
