,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,沪铝,菜粕,菜粕,焦炭,玉米,动力煤,甲醇,豆一,甲醇,PVC,玻璃,沪铜,玻璃
1,甲醇,豆粕,豆粕,菜粕,塑料,豆一,热卷,沪锌,焦炭,聚丙烯,沪铜,沪锌,沪锌
2,沪镍,棕榈油,豆一,热卷,焦煤,沪铝,白糖,PVC,沪铜,豆油,甲醇,沪铝,沪铜
3,动力煤,鸡蛋,棕榈油,螺纹钢,沥青,螺纹钢,动力煤,聚丙烯,沥青,PTA,白糖,白糖,沪铝
4,焦炭,沪镍,鸡蛋,豆粕,淀粉,沪金,焦炭,动力煤,动力煤,棉花,塑料,热卷,鸡蛋
