,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,棕榈油,天胶,天胶,天胶,豆一,沪镍,玻璃,沪金,沥青,白糖,沥青,豆粕,豆粕
1,沪金,铁矿石,铁矿石,铁矿石,沪镍,塑料,玉米,沪锌,玉米,菜粕,动力煤,沪金,玉米
2,玉米,沪镍,鸡蛋,沪铝,玻璃,沥青,沪铜,PVC,铁矿石,沪金,沪金,铁矿石,沪银
3,沪银,玻璃,棉花,鸡蛋,甲醇,棉花,淀粉,热卷,聚丙烯,棉花,菜粕,焦炭,沪金
4,豆一,甲醇,沪金,焦煤,铁矿石,PTA,沪金,螺纹钢,塑料,沪锌,沪银,沪银,焦炭
