,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,天胶,白糖,沪镍,沥青,玉米,焦煤,焦煤,豆油,焦炭,玉米,焦炭,沪铜,玻璃
1,焦煤,PVC,沪锌,动力煤,塑料,淀粉,焦炭,沪银,焦煤,沥青,焦煤,沪锌,沪锌
2,铁矿石,PTA,菜粕,沪镍,焦煤,聚丙烯,沪镍,铁矿石,豆粕,聚丙烯,沪铝,沪铝,动力煤
3,沪镍,豆油,豆粕,沪锌,沥青,沪银,白糖,沪铜,棉花,沪银,沪铜,PTA,沪铝
4,螺纹钢,沪铜,玻璃,PTA,淀粉,鸡蛋,棉花,焦煤,沪铝,淀粉,鸡蛋,螺纹钢,沪铜
