,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,沪金,沪锌,铁矿石,动力煤,豆一,热卷,焦炭,热卷,豆粕,玉米,豆粕,豆粕,豆粕
1,沪银,天胶,沪锌,沥青,沪镍,沥青,PVC,玉米,热卷,棕榈油,沪金,铁矿石,铁矿石
2,豆一,白糖,焦煤,甲醇,玻璃,PVC,螺纹钢,白糖,菜粕,热卷,豆一,天胶,天胶
3,玉米,PVC,焦炭,沪锌,沪锌,天胶,沥青,沪锌,豆一,淀粉,PVC,豆油,沥青
4,棕榈油,动力煤,沪镍,PVC,甲醇,铁矿石,豆一,淀粉,白糖,沥青,菜粕,沥青,豆油
