,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,PVC,淀粉,淀粉,动力煤,玉米,淀粉,淀粉,淀粉,棉花,淀粉,沪铝,沪铜,沪锌
1,淀粉,热卷,沪锌,沥青,塑料,热卷,玉米,PTA,沪铝,沪银,焦煤,沪锌,玻璃
2,天胶,玉米,玉米,沪镍,焦煤,PTA,豆油,沪银,沪锌,沥青,沪铜,沪铝,动力煤
3,焦炭,螺纹钢,菜粕,螺纹钢,沥青,沥青,菜粕,豆油,淀粉,玉米,焦炭,螺纹钢,沪铝
4,豆一,动力煤,豆粕,沪锌,淀粉,棉花,沪银,动力煤,菜粕,沪镍,鸡蛋,动力煤,沪铜
