,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,沪金,PVC,天胶,天胶,豆一,玉米,PVC,塑料,聚丙烯,沪锌,沥青,豆粕,豆粕
1,沪银,豆一,铁矿石,铁矿石,沪镍,塑料,焦炭,沪金,PVC,菜粕,动力煤,铁矿石,玉米
2,棉花,天胶,焦炭,焦煤,玻璃,甲醇,焦煤,沪铜,沪铜,塑料,沪金,焦炭,PVC
3,沪锌,PTA,沪铝,甲醇,甲醇,PVC,沪金,甲醇,沪金,豆一,热卷,沪金,沪银
4,菜粕,聚丙烯,沪镍,豆一,铁矿石,玻璃,豆一,PVC,甲醇,沪金,甲醇,沪银,焦炭
