,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,沪金,焦炭,鸡蛋,白糖,豆一,焦炭,焦煤,塑料,甲醇,白糖,沪金,豆粕,豆粕
1,沪银,PVC,天胶,鸡蛋,沪镍,甲醇,焦炭,白糖,沪银,聚丙烯,焦煤,天胶,沪银
2,鸡蛋,焦煤,热卷,豆粕,玻璃,PVC,PVC,PVC,焦炭,沪锌,沪银,沪金,沪金
3,棉花,甲醇,螺纹钢,螺纹钢,甲醇,豆一,沪锌,棉花,沪金,棕榈油,甲醇,沪银,天胶
4,玉米,玻璃,淀粉,菜粕,铁矿石,焦煤,甲醇,棕榈油,菜粕,豆油,玻璃,豆油,沥青
