,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,甲醇,沪锌,焦煤,沪镍,玉米,热卷,玻璃,螺纹钢,沪铝,沥青,菜粕,沪铜,玻璃
1,沪锌,棕榈油,铁矿石,铁矿石,塑料,动力煤,棕榈油,沥青,玻璃,沪镍,棕榈油,沪锌,沪锌
2,沪镍,沪镍,玻璃,焦煤,焦煤,螺纹钢,热卷,沪镍,沪铜,菜粕,沪铝,沪铝,沪铝
3,焦炭,铁矿石,动力煤,沪锌,沥青,豆油,聚丙烯,沪铝,塑料,玉米,动力煤,PTA,沪铜
4,沥青,沥青,焦炭,沪铜,淀粉,铁矿石,螺纹钢,焦煤,聚丙烯,淀粉,螺纹钢,白糖,白糖
